Kingdom,Class,Common name,Adult weight (g),Maximum longevity (yrs)
Animalia,Aves,Western scrub jay,88.7,15.8
Animalia,Aves,Scrub jay,78.7,15.0
Animalia,Aves,Island scrub jay,114.0,15.3
Animalia,Aves,Mexican jay,130.0,25.0
Animalia,Aves,"Eurasian crow, or Eurasian jackdaw",246.0,20.3
Animalia,Aves,Little crow,396.25,16.4
Animalia,Aves,American crow,384.8,20.0
Animalia,Aves,Northwestern crow,294.0,16.7
Animalia,Aves,Common raven,1041.2,69.0
Animalia,Aves,Hooded crow,544.5,16.8
Animalia,Aves,Carrion crow,472.7,19.2
Animalia,Aves,Australian raven,645.0,22.5
Animalia,Aves,Chihuahuan raven,534.0,21.8
Animalia,Aves,Rook,453.5,23.8
Animalia,Aves,Hawaiian crow,520.0,25.0
Animalia,Aves,Little raven,536.75,19.8
Animalia,Aves,Fish crow,418.0,14.5
Animalia,Aves,Blue jay,80.8,26.2
Animalia,Aves,Steller's jay,99.1,16.1
Animalia,Aves,Azure jay,272.0,36.0
Animalia,Aves,Eurasian jay,159.7,17.9
Animalia,Aves,Pinyon jay,105.0,14.6
Animalia,Aves,Spotted nutcracker,183.0,19.9
Animalia,Aves,Clark's nutcracker,130.0,17.4
Animalia,Aves,Gray jay,70.3,19.2
Animalia,Aves,Siberian jay,84.4,17.9
Animalia,Aves,Black-billed magpie,177.0,20.0
Animalia,Aves,Yellow-billed magpie,159.0,10.0
Animalia,Aves,Eurasian magpie,178.0,21.7
Animalia,Aves,Alpine chough,211.5,24.4
Animalia,Aves,Red-billed chough,277.8,20.3
Animalia,Aves,Guianan cock-of-the-rock,195.0,7.0
Animalia,Aves,Pied butcherbird,126.65,22.2
Animalia,Aves,Grey butcherbird,80.675,20.2
Animalia,Aves,Black currawong,343.0,24.0
Animalia,Aves,Pied currawong,283.5,24.2
Animalia,Aves,Grey currawong,400.0,19.6
Animalia,Aves,Eastern bristlebird,41.5,4.8
Animalia,Aves,Mistletoebird,8.8,9.7
Animalia,Aves,Spangled drongo,82.25,7.9
Animalia,Aves,Saltmarsh sharp-tailed sparrow,16.5,10.0
Animalia,Aves,Henslow's sparrow,12.5,6.5
Animalia,Aves,Le Conte's sparrow,13.4,4.1
Animalia,Aves,Seaside sparrow,20.0,9.0
Animalia,Aves,Nelson's sharp-tailed sparrow,15.2,7.1
Animalia,Aves,Yellow-breasted bunting,19.6,7.0
Animalia,Aves,Corn bunting,48.8,10.6
Animalia,Aves,Cirl bunting,25.6,6.1
Animalia,Aves,Yellowhammer,29.7,13.2
Animalia,Aves,Ortolan bunting,19.9,6.8
Animalia,Aves,Black-headed bunting,28.4,11.0
Animalia,Aves,Reed bunting,18.4,12.2
Animalia,Aves,Gouldian finch,12.0,6.0
Animalia,Aves,White-rumped munia,12.3,10.0
Animalia,Aves,Crimson finch,9.7,5.8
Animalia,Aves,Star finch,10.6,3.4
Animalia,Aves,Red-browed finch,11.45,23.4
Animalia,Aves,Long-tailed finch,14.0,6.0
Animalia,Aves,Masked finch,13.375,6.9
Animalia,Aves,Beautiful firetail,14.0,4.5
Animalia,Aves,Diamond firetail,17.6,5.4
Animalia,Aves,Red-eared firetail,13.0,5.2
Animalia,Aves,Double-barred finch,9.5,5.4
Animalia,Aves,Zebra finch,12.0,12.0
Animalia,Aves,Common redpoll,14.2,12.2
Animalia,Aves,Hoary redpoll,19.25,6.8
Animalia,Aves,European goldfinch,16.0,27.0
Animalia,Aves,Common rosefinch,24.0,9.0
Animalia,Aves,European greenfinch,26.0,13.6
Animalia,Aves,Kauai amakihi,16.65,9.0
Animalia,Aves,Hawaii amakihi,13.35,12.0
Animalia,Aves,Hawfinch,56.6,12.6
Animalia,Aves,Chaffinch,20.7,29.0
Animalia,Aves,Brambling,23.2,14.8
Animalia,Aves,Cassin's finch,27.5,7.0
Animalia,Aves,House finch,21.4,11.6
Animalia,Aves,Purple finch,25.42,14.0
Animalia,Aves,Akiapolaau,28.0,13.0
Animalia,Aves,Evening grosbeak,54.9,17.0
Animalia,Aves,Apapane,13.4,11.0
Animalia,Aves,Black rosy-finch,24.0,8.6
Animalia,Aves,Brown-capped rosy finch,26.6,5.9
Animalia,Aves,Gray-crowned rosy-finch,35.7,6.6
Animalia,Aves,Eurasian linnet,19.5,9.4
Animalia,Aves,Twite,15.4,6.1
Animalia,Aves,Red crossbill,39.5,16.1
Animalia,Aves,White-winged crossbill,28.9,4.0
Animalia,Aves,Palila,37.85,13.0
Animalia,Aves,Akepa,10.4,10.0
Animalia,Aves,Anianiau,10.0,9.5
Animalia,Aves,Poo-uli,25.5,9.2
Animalia,Aves,"Akohekohe, or Crested honeycreeper",26.2,9.2
Animalia,Aves,Pine grosbeak,65.3,9.8
Animalia,Aves,Eurasian bullfinch,24.4,17.5
Animalia,Aves,House canary,24.3,24.0
Animalia,Aves,Pine siskin,12.7,11.0
Animalia,Aves,Lesser goldfinch,9.23,5.7
Animalia,Aves,Eurasian siskin,13.2,13.5
Animalia,Aves,American goldfinch,12.8,13.0
Animalia,Aves,Laysan finch,33.3,12.0
Animalia,Aves,Nihoa finch,24.5,12.0
Animalia,Aves,Iiwi,18.3,8.8
Animalia,Aves,Tawny-winged woodcreeper,34.4,11.0
Animalia,Aves,Black-billed treehunter,44.3,10.0
Animalia,Aves,Red-rumped swallow,22.2,9.0
Animalia,Aves,Common house-martin and northern house-martin,14.5,15.0
Animalia,Aves,Welcome swallow,15.0,11.5
Animalia,Aves,Barn swallow,18.3,16.0
Animalia,Aves,Fairy martin,11.025,5.3
Animalia,Aves,Cave swallow,20.15,12.2
Animalia,Aves,Tree martin,15.4,6.1
Animalia,Aves,Cliff swallow,23.24,11.8
Animalia,Aves,Purple martin,45.0,13.8
Animalia,Aves,Bank swallow,12.7,10.1
Animalia,Aves,Southern rough-winged swallow,16.0,5.9
Animalia,Aves,Northern rough-winged swallow,15.7,5.9
Animalia,Aves,Tree swallow,19.0,12.1
Animalia,Aves,Violet-green swallow,14.2,9.1
Animalia,Aves,Red-winged blackbird,56.7,20.0
Animalia,Aves,Tricolored blackbird,56.5,13.2
Animalia,Aves,Yellow-shouldered blackbird,38.4,12.6
Animalia,Aves,Bobolink,35.0,9.0
Animalia,Aves,Rusty blackbird,60.8,8.8
Animalia,Aves,Brewer's blackbird,64.55,12.5
Animalia,Aves,Bullock's oriole,36.62,8.9
Animalia,Aves,Hooded oriole,24.3,6.0
Animalia,Aves,Baltimore oriole,32.9,14.0
Animalia,Aves,Jamaican oriole,36.9,12.2
Animalia,Aves,Scott's oriole,36.2,6.4
Animalia,Aves,Spot-breasted oriole,46.5,11.6
Animalia,Aves,Orchard oriole,21.0,17.7
Animalia,Aves,Brown-headed cowbird,38.1,16.9
Animalia,Aves,Boat-tailed grackle,152.6,13.9
Animalia,Aves,Great-tailed grackle,168.7,12.5
Animalia,Aves,Common grackle,111.0,23.1
Animalia,Aves,Eastern meadowlark,94.71,12.6
Animalia,Aves,Western meadowlark,85.0,10.0
Animalia,Aves,Yellow-headed blackbird,75.75,18.0
Animalia,Aves,Red-backed shrike,28.4,10.1
Animalia,Aves,Northern shrike,63.5,12.0
Animalia,Aves,Loggerhead shrike,46.0,12.5
Animalia,Aves,Woodchat shrike,36.0,5.7
Animalia,Aves,Red-billed leiothrix,21.5,15.0
Animalia,Aves,Arabian babbler,73.5,13.5
Animalia,Aves,Bengal jungle babbler,66.0,16.5
Animalia,Aves,River warbler,16.1,6.9
Animalia,Aves,Savi's warbler,13.9,9.8
Animalia,Aves,Common grasshopper-warbler,13.3,5.9
Animalia,Aves,Little grassbird,14.3,3.3
Animalia,Aves,Tawny grassbird,24.775,3.2
Animalia,Aves,Yellow-breasted boatbill,10.5,12.0
Animalia,Aves,Grey grasswren,18.2,3.0
Animalia,Aves,Lovely fairywren,8.65,12.0
Animalia,Aves,Purple-crowned fairywren,11.1,5.5
Animalia,Aves,Superb fairywren,10.4,10.5
Animalia,Aves,Red-winged fairywren,9.75,10.0
Animalia,Aves,Variegated fairywren,8.15,11.0
Animalia,Aves,White-winged fairywren,7.4,6.0
Animalia,Aves,Red-backed fairywren,7.9,7.7
Animalia,Aves,Blue-breasted fairywren,9.2,6.4
Animalia,Aves,Splendid fairywren,9.3125,11.0
Animalia,Aves,Southern emu-wren,7.525,3.7
Animalia,Aves,Spiny-cheeked honeyeater,47.8,13.6
Animalia,Aves,Western spinebill,9.75,10.7
Animalia,Aves,Eastern spinebill,9.7875,15.5
Animalia,Aves,Red wattlebird,102.55,13.3
Animalia,Aves,Little wattlebird,66.075,7.1
Animalia,Aves,Western wattlebird,63.8,11.5
Animalia,Aves,Yellow wattlebird,145.9,9.8
Animalia,Aves,Rufous-banded honeyeater,11.4,3.7
Animalia,Aves,Rufous-throated honeyeater,10.8,9.8
Animalia,Aves,Blue-faced honeyeater,101.425,9.1
Animalia,Aves,Yellow-faced honeyeater,17.3,12.6
Animalia,Aves,Purple-gaped honeyeater,20.4,13.7
Animalia,Aves,Mangrove honeyeater,26.9,4.5
Animalia,Aves,Yellow-tinted honeyeater,12.4,6.5
Animalia,Aves,Yellow-throated honeyeater,29.0,5.0
Animalia,Aves,Yellow honeyeater,21.4,4.2
Animalia,Aves,Bridled honeyeater,34.2,4.9
Animalia,Aves,Fuscous honeyeater,17.8,17.6
Animalia,Aves,White-eared honeyeater,24.0,12.8
Animalia,Aves,Yellow-tufted honeyeater,31.85,15.3
Animalia,Aves,Yellow-plumed honeyeater,17.6,9.1
Animalia,Aves,White-plumed honeyeater,19.4,15.9
Animalia,Aves,White-gaped honeyeater,30.8,12.2
Animalia,Aves,Singing honeyeater,23.4,10.5
Animalia,Aves,Brown honeyeater,10.8,13.2
Animalia,Aves,Yellow-throated miner,52.6,12.1
Animalia,Aves,Noisy miner,60.575,12.4
Animalia,Aves,Bell miner,29.725,13.6
Animalia,Aves,Graceful honeyeater,14.75,12.0
Animalia,Aves,Lewin's honeyeater,34.4,15.9
Animalia,Aves,Yellow-spotted honeyeater,26.325,11.2
Animalia,Aves,Black-headed honeyeater,15.0,8.7
Animalia,Aves,White-throated honeyeater,10.9,10.5
Animalia,Aves,Brown-headed honeyeater,12.825,12.2
Animalia,Aves,Black-chinned honeyeater,19.5,10.0
Animalia,Aves,White-naped honeyeater,13.85,12.3
Animalia,Aves,Strong-billed honeyeater,24.85,5.4
Animalia,Aves,Red-headed myzomela,7.75,7.1
Animalia,Aves,Dusky myzomela,12.25,12.0
Animalia,Aves,Scarlet myzomela,8.1,10.0
Animalia,Aves,Little friarbird,62.25,10.6
Animalia,Aves,Noisy friarbird,103.375,9.8
Animalia,Aves,White-cheeked honeyeater,18.0,11.6
Animalia,Aves,New holland honeyeater,18.5,22.9
Animalia,Aves,Crescent honeyeater,15.525,9.9
Animalia,Aves,Striped honeyeater,39.75,4.4
Animalia,Aves,Tawny-breasted honeyeater,37.625,9.0
Animalia,Aves,Macleay's honeyeater,29.425,8.0
Animalia,Aves,Superb lyrebird,979.95,17.9
Animalia,Aves,Gray catbird,34.5,17.9
Animalia,Aves,Pearly-eyed thrasher,98.6,17.0
Animalia,Aves,Northern mockingbird,53.0,20.0
Animalia,Aves,Bendire's thrasher,62.2,9.5
Animalia,Aves,Crissal thrasher,62.7,4.8
Animalia,Aves,Curve-billed thrasher,80.65,10.8
Animalia,Aves,Le conte's thrasher,61.82,5.7
Animalia,Aves,Long-billed thrasher,67.65,7.8
Animalia,Aves,California thrasher,84.4,6.9
Animalia,Aves,Brown thrasher,67.0,12.8
Animalia,Aves,Pied monarch,13.6,4.0
Animalia,Aves,Elepaio,15.0,17.8
Animalia,Aves,Magpielark,79.9,12.1
Animalia,Aves,Black-faced monarch,23.0,5.2
Animalia,Aves,Shining flycatcher,24.6,5.2
Animalia,Aves,Leaden flycatcher,12.65,6.2
Animalia,Aves,Broad-billed flycatcher,10.225,8.6
Animalia,Aves,Red-throated pipit,20.9,4.5
Animalia,Aves,Rock pipit,22.4,10.9
Animalia,Aves,Meadow pipit,18.4,13.1
Animalia,Aves,American pipit,20.8,5.1
Animalia,Aves,Water pipit,21.2,8.8
Animalia,Aves,Tree pipit,23.4,8.8
Animalia,Aves,White wagtail,24.1,13.7
Animalia,Aves,Grey wagtail,17.2,8.0
Animalia,Aves,Yellow wagtail,17.7,8.8
Animalia,Aves,White-rumped shama,29.35,7.0
Animalia,Aves,European robin,17.3,19.3
Animalia,Aves,Rufous-tailed scrub-robin,20.3,7.0
Animalia,Aves,Collared flycatcher,12.7,9.8
Animalia,Aves,European pied flycatcher,13.9,15.0
Animalia,Aves,Thrush nightingale,23.8,8.9
Animalia,Aves,Common nightingale,19.7,10.9
Animalia,Aves,Bluethroat,17.3,11.4
Animalia,Aves,Spotted flycatcher,15.9,11.8
Animalia,Aves,Black-eared wheatear,15.1,4.9
Animalia,Aves,Northern wheatear,25.0,10.1
Animalia,Aves,Black redstart,16.5,10.2
Animalia,Aves,Common redstart,14.6,10.2
Animalia,Aves,Whinchat,16.6,6.9
Animalia,Aves,Common stonechat and stonechat,10.3,8.8
Animalia,Aves,Purple sunbird,8.1,22.0
Animalia,Aves,Varied sittella,11.7,6.9
Animalia,Aves,Puerto Rican tanager,35.2,4.0
Animalia,Aves,Crested bellbird,63.125,5.0
Animalia,Aves,Black-naped oriole,82.6,29.0
Animalia,Aves,Eurasian golden-oriole,79.0,14.8
Animalia,Aves,Olive-backed oriole,96.6,7.1
Animalia,Aves,Black-hooded oriole,56.3,15.5
Animalia,Aves,Green figbird (hang-nest),121.5,18.0
Animalia,Aves,Chowchilla,145.1,16.5
Animalia,Aves,Grey shrikethrush,67.625,14.8
Animalia,Aves,Little shrikethrush,34.05,19.3
Animalia,Aves,Crested shriketit,28.1,11.9
Animalia,Aves,Gilbert's whistler,30.75,11.0
Animalia,Aves,White-breasted whistler,39.5,15.7
Animalia,Aves,Olive whistler,41.2,7.8
Animalia,Aves,Australian golden whistler,32.7,18.0
Animalia,Aves,Rufous whistler,23.125,15.2
Animalia,Aves,Grey whistler,17.5,9.7
Animalia,Aves,Bearded parrotbill,13.8,7.1
Animalia,Aves,Greater bird-of-paradise,172.0,12.1
Animalia,Aves,Magnificent riflebird,161.0,12.0
Animalia,Aves,Victoria's riflebird,86.5,8.9
Animalia,Aves,Spotted pardalote,8.875,4.0
Animalia,Aves,Forty-spotted pardalote,10.7,3.5
Animalia,Aves,Striated pardalote,11.775,6.0
Animalia,Aves,Tufted titmouse,21.0,13.3
Animalia,Aves,"Plain titmouse, or Oak titmouse",15.9,9.0
Animalia,Aves,Bridled titmouse,10.4,6.6
Animalia,Aves,Blue tit,10.3,14.6
Animalia,Aves,Crested tit,11.1,11.6
Animalia,Aves,Great tit,17.9,15.4
Animalia,Aves,Coal tit,9.2,9.5
Animalia,Aves,Black-capped chickadee,10.4,12.4
Animalia,Aves,Carolina chickadee,10.25,10.9
Animalia,Aves,"Siberian tit, or Gray-headed chickadee",12.5,9.0
Animalia,Aves,Mountain chickadee,11.5,10.1
Animalia,Aves,Boreal chickadee,10.0,7.0
Animalia,Aves,Willow tit,11.1,11.3
Animalia,Aves,Marsh tit,11.2,13.2
Animalia,Aves,Chestnut-backed chickadee,9.8,9.5
Animalia,Aves,Mexican chickadee,11.0,10.1
Animalia,Aves,Canada warbler,10.0,8.0
Animalia,Aves,Wilson's warbler,7.0,8.9
Animalia,Aves,Red-faced warbler,9.8,3.0
Animalia,Aves,Kentucky warbler,14.0,6.9
Animalia,Aves,Mourning warbler,10.0,7.9
Animalia,Aves,Macgillivray's warbler,10.4,9.0
Animalia,Aves,Common yellowthroat,9.5,11.5
Animalia,Aves,Worm-eating warbler,12.5,8.1
Animalia,Aves,Yellow-breasted chat,26.0,8.9
Animalia,Aves,Orange-crowned warbler,9.2,8.6
Animalia,Aves,Lucy's warbler,6.6,5.8
Animalia,Aves,Tennessee warbler,8.5,6.4
Animalia,Aves,Nashville warbler,7.5,10.2
Animalia,Aves,Virginia's warbler,8.2,6.2
Animalia,Aves,Swainson's warbler,13.5,9.9
Animalia,Aves,Black-and-white warbler,10.9,12.2
Animalia,Aves,Painted redstart,9.75,6.6
Animalia,Aves,Louisiana waterthrush,22.5,11.9
Animalia,Aves,Northern waterthrush,16.3,8.9
Animalia,Aves,Prothonotary warbler,14.3,8.1
Animalia,Aves,Ovenbird,18.8,11.0
Animalia,Aves,Adelaide's warbler,7.0,10.6
Animalia,Aves,Northern parula,7.9,7.0
Animalia,Aves,Black-throated blue warbler,10.2,10.0
Animalia,Aves,Bay-breasted warbler,11.5,4.9
Animalia,Aves,Cerulean warbler,8.625,6.0
Animalia,Aves,Golden-cheeked warbler,10.2,11.0
Animalia,Aves,Hooded warbler,10.6,8.2
Animalia,Aves,Yellow-rumped (myrtle) warbler,12.0,10.0
Animalia,Aves,Prairie warbler,7.0,10.3
Animalia,Aves,Yellow-throated warbler,9.7,6.1
Animalia,Aves,Blackburnian warbler,9.0,8.2
Animalia,Aves,Kirtland's warbler,15.5,9.0
Animalia,Aves,Magnolia warbler,7.5,8.0
Animalia,Aves,Hermit warbler,10.0,9.1
Animalia,Aves,"Palm warbler, or Western palm warbler",10.3,6.6
Animalia,Aves,Chestnut-sided warbler,9.0,6.9
Animalia,Aves,Yellow warbler,9.8,11.0
Animalia,Aves,Pine warbler,11.8,10.2
Animalia,Aves,American redstart,8.5,10.1
Animalia,Aves,Blackpoll warbler,15.0,8.1
Animalia,Aves,Townsend's warbler,8.85,10.7
Animalia,Aves,Black-throated green warbler,9.0,6.0
Animalia,Aves,Golden-winged warbler,8.8,7.9
Animalia,Aves,Blue-winged warbler,8.9,9.0
Animalia,Aves,Rufous-crowned sparrow,18.8,5.1
Animalia,Aves,Grasshopper sparrow,17.6,9.1
Animalia,Aves,Black-throated sparrow,13.5,6.0
Animalia,Aves,Olive sparrow,22.4,8.2
Animalia,Aves,Sage sparrow,17.1,9.1
Animalia,Aves,Lark bunting,32.6,4.8
Animalia,Aves,Lark sparrow,27.1,7.8
Animalia,Aves,Dark-eyed junco,19.0,11.3
Animalia,Aves,Yellow-eyed junco,20.0,6.6
Animalia,Aves,Swamp sparrow,16.1,7.8
Animalia,Aves,Lincoln's sparrow,17.35,7.6
Animalia,Aves,Song sparrow,22.7,11.3
Animalia,Aves,Abert's towhee,46.0,8.6
Animalia,Aves,California towhee,47.0,12.8
Animalia,Aves,Canyon towhee,44.4,12.8
Animalia,Aves,Savannah sparrow,20.2,18.0
Animalia,Aves,Fox sparrow,35.5,10.3
Animalia,Aves,Bachman's sparrow,19.6,3.9
Animalia,Aves,Green-tailed towhee,28.88,7.7
Animalia,Aves,Eastern towhee,39.4,12.3
Animalia,Aves,Spotted towhee,40.4,11.0
Animalia,Aves,Vesper sparrow,25.7,7.9
Animalia,Aves,Brewer's sparrow,11.0,6.2
Animalia,Aves,Clay-colored sparrow,11.45,6.9
Animalia,Aves,Chipping sparrow,12.2,11.8
Animalia,Aves,Field sparrow,12.5,10.3
Animalia,Aves,American tree sparrow,16.6,10.8
Animalia,Aves,White-throated sparrow,21.1,14.9
Animalia,Aves,Golden-crowned sparrow,31.55,10.5
Animalia,Aves,White-crowned sparrow,25.82,13.3
Animalia,Aves,Harris's sparrow,33.1,11.7
Animalia,Aves,House sparrow,25.3,23.0
Animalia,Aves,Spanish sparrow,24.2,11.2
Animalia,Aves,Eurasian tree sparrow,20.5,13.1
Animalia,Aves,Rock sparrow,30.2,7.0
Animalia,Aves,Southern scrub robin,33.95,9.7
Animalia,Aves,Eastern yellow robin,20.25,14.7
Animalia,Aves,White-breasted robin,19.15,18.3
Animalia,Aves,Western yellow robin,19.875,8.8
Animalia,Aves,Hooded robin,21.575,9.6
Animalia,Aves,Dusky robin,26.6,4.7
Animalia,Aves,Jacky winter,14.7583,5.3
Animalia,Aves,Lemon-bellied flyrobin,12.0,4.1
Animalia,Aves,Red-capped robin,8.875,5.5
Animalia,Aves,Flame robin,13.0,10.9
Animalia,Aves,Rose robin,8.2,6.1
Animalia,Aves,White-browed robin,19.9,9.0
Animalia,Aves,Pale-yellow robin,13.9,13.2
Animalia,Aves,White-faced robin,15.975,18.0
Animalia,Aves,"Common chiffchaff, or Eurasian chiffchaff",8.3,8.0
Animalia,Aves,Wood warbler,9.2,10.2
Animalia,Aves,Willow warbler,8.7,11.8
Animalia,Aves,Blue-backed manakin,16.9,14.0
Animalia,Aves,Noisy pitta,90.75,6.0
Animalia,Aves,"White-billed buffalo weaver, or African ox birds",61.9,20.0
Animalia,Aves,Village weaver,36.2,24.0
Animalia,Aves,Red-billed quelea,17.5,10.0
Animalia,Aves,Blue-grey gnatcatcher,6.5,4.2
Animalia,Aves,California gnatcatcher,6.0,8.0
Animalia,Aves,Hall's babbler,41.8,3.9
Animalia,Aves,Chestnut-crowned babbler,57.8,8.3
Animalia,Aves,White-browed babbler,43.2,14.4
Animalia,Aves,Grey-crowned babbler,71.0,13.3
Animalia,Aves,Alpine accentor,39.775,7.7
Animalia,Aves,Hedge sparrow,20.2,20.8
Animalia,Aves,Eastern whipbird,68.0,12.3
Animalia,Aves,Green catbird,207.0,14.9
Animalia,Aves,Spotted catbird,202.0,10.4
Animalia,Aves,Satin bowerbird,213.0,25.1
Animalia,Aves,Tooth-billed bowerbird,167.25,22.0
Animalia,Aves,Regent bowerbird,100.0,17.2
Animalia,Aves,Red-whiskered bulbul,27.7,11.1
Animalia,Aves,White-spectacled bulbul,38.1,8.8
Animalia,Aves,Ruby-crowned kinglet,6.75,5.6
Animalia,Aves,Goldcrest,5.6,7.0
Animalia,Aves,Golden-crowned kinglet,5.5,6.3
Animalia,Aves,Verdin,6.8,5.6
Animalia,Aves,Eurasian penduline-tit,9.3,7.2
Animalia,Aves,Willie wagtail,27.0,9.4
Animalia,Aves,Rufous fantail,10.2,9.1
Animalia,Aves,Red-breasted nuthatch,11.2,7.5
Animalia,Aves,White-breasted nuthatch,20.5,9.8
Animalia,Aves,"Wood nuthatch, or Eurasian nuthatch",20.4,12.9
Animalia,Aves,Brown-headed nuthatch,10.8,5.8
Animalia,Aves,Pygmy nuthatch,10.7,8.2
Animalia,Aves,Crested myna,116.5,13.0
Animalia,Aves,Long-tailed glossy starling,121.0,17.8
Animalia,Aves,Hildebrandt's starling,55.8,16.9
Animalia,Aves,Superb starling,64.9,25.0
Animalia,Aves,Bali mynah,95.0,25.0
Animalia,Aves,European starling,74.0,22.9
Animalia,Aves,Wrentit,14.7,12.6
Animalia,Aves,Blackcap,16.7,13.8
Animalia,Aves,Garden warbler,24.6,24.0
Animalia,Aves,"Common whitethroat, or Whitethroat",17.7,9.0
Animalia,Aves,Lesser whitethroat,11.4,9.0
Animalia,Aves,Sardinian warbler,11.7,8.3
Animalia,Aves,Barred warbler,22.5,11.9
Animalia,Aves,Dusky antbird,16.3,13.0
Animalia,Aves,Marsh antwren,9.8,16.2
Animalia,Aves,Spotted antbird,17.8,14.0
Animalia,Aves,Small tree finch,13.2,15.0
Animalia,Aves,Medium tree finch,16.0,12.0
Animalia,Aves,Bananaquit,10.1,8.6
Animalia,Aves,Purple honeycreeper,12.0,17.0
Animalia,Aves,Gray-headed tanager,27.0,10.0
Animalia,Aves,Small ground finch,14.5,15.0
Animalia,Aves,Puerto rican bullfinch,32.1,15.6
Animalia,Aves,White-collared seedeater,8.7,11.7
Animalia,Aves,Blue-grey tanager,35.0,9.5
Animalia,Aves,Cactus wren,38.9,7.3
Animalia,Aves,Bewick's wren,9.8,8.0
Animalia,Aves,Carolina wren,17.5,9.2
Animalia,Aves,House wren,9.7,9.0
Animalia,Aves,Winter wren,9.1,7.0
Animalia,Aves,Bicknell's thrush,27.5,11.9
Animalia,Aves,Veery,28.8,10.1
Animalia,Aves,Hermit thrush,27.8,10.8
Animalia,Aves,Grey-cheeked thrush,24.8,7.3
Animalia,Aves,Swainson's thrush,27.9,11.0
Animalia,Aves,Wood thrush,43.3,10.2
Animalia,Aves,Varied thrush,78.5,5.6
Animalia,Aves,Mountain bluebird,29.6,9.0
Animalia,Aves,Western bluebird,26.5,8.7
Animalia,Aves,Eastern bluebird,30.5,10.5
Animalia,Aves,Clay-colored robin,74.0,9.6
Animalia,Aves,Redwing,61.2,18.8
Animalia,Aves,"Common blackbird, or Eurasian blackbird",103.2,21.8
Animalia,Aves,American robin,75.5,17.0
Animalia,Aves,Song thrush,67.8,17.7
Animalia,Aves,Fieldfare,106.0,18.1
Animalia,Aves,Red-legged thrush,75.3,14.6
Animalia,Aves,Ring ouzel,109.0,9.1
Animalia,Aves,Mistle thrush,117.5,21.2
Animalia,Aves,Russet-tailed thrush,111.0,1.0
Animalia,Aves,Bassian thrush,129.5,0.6
Animalia,Aves,Northern beardless tyrannulet,7.4,5.8
Animalia,Aves,Olive-sided flycatcher,32.8,11.1
Animalia,Aves,Western wood pewee,12.8,8.1
Animalia,Aves,Eastern wood pewee,13.9,8.2
Animalia,Aves,Caribbean elaenia,20.9,13.6
Animalia,Aves,Alder flycatcher,13.5,9.1
Animalia,Aves,Pacific-slope flycatcher,11.0,6.9
Animalia,Aves,Hammond's flycatcher,10.4,7.0
Animalia,Aves,Least flycatcher,10.0,8.0
Animalia,Aves,Dusky flycatcher,10.95,9.0
Animalia,Aves,Willow flycatcher,12.6,11.0
Animalia,Aves,Acadian flycatcher,12.6,12.1
Animalia,Aves,Puerto rican flycatcher,23.4,13.6
Animalia,Aves,Apical flycatcher,29.2,6.0
Animalia,Aves,Ash-throated flycatcher,28.5,11.9
Animalia,Aves,Great crested flycatcher,32.1,14.9
Animalia,Aves,Brown-crested flycatcher,35.0,11.0
Animalia,Aves,Vermilion flycatcher,12.87,5.5
Animalia,Aves,Black phoebe,18.25,8.0
Animalia,Aves,Eastern phoebe,19.7,10.3
Animalia,Aves,Eastern kingbird,39.9,11.1
Animalia,Aves,Western kingbird,40.7,6.9
Animalia,Aves,Black-capped vireo,8.65,12.0
Animalia,Aves,Bell's vireo,10.0,9.1
Animalia,Aves,Yellow-throated vireo,18.0,6.1
Animalia,Aves,Warbling vireo,15.0,13.1
Animalia,Aves,White-eyed vireo,12.0,10.9
Animalia,Aves,Hutton's vireo,11.3,13.5
Animalia,Aves,Puerto rican vireo,12.0,16.8
Animalia,Aves,Red-eyed vireo,17.0,10.2
Animalia,Aves,Philadelphia vireo,12.0,9.8
Animalia,Aves,Blue-headed vireo,16.0,7.4
Animalia,Aves,Japanese white-eye,11.25,5.1
Animalia,Aves,Silvereye,12.7,18.7
Animalia,Aves,Canary white-eye,9.775,8.7
Animalia,Aves,Great egret,873.5,22.8
Animalia,Aves,Grey heron,1443.0,37.5
Animalia,Aves,Cocoi heron,1937.7,24.4
Animalia,Aves,Goliath heron,4468.0,22.9
Animalia,Aves,Great blue heron,1870.0,24.5
Animalia,Aves,Purple heron,1065.5,25.4
Animalia,Aves,American bittern,706.0,8.3
Animalia,Aves,"Eurasian bittern, or Bittern",1324.5,11.3
Animalia,Aves,Cattle egret,390.0,23.0
Animalia,Aves,Green heron,175.0,11.6
Animalia,Aves,Little blue heron,339.5,13.9
Animalia,Aves,Little egret,312.0,22.3
Animalia,Aves,Reddish egret,614.0,22.0
Animalia,Aves,Pacific reef heron,510.25,15.0
Animalia,Aves,Snowy egret,314.0,22.8
Animalia,Aves,Tricolored heron,309.9,17.7
Animalia,Aves,Little bittern,101.0,7.8
Animalia,Aves,Black-crowned night heron,800.0,21.1
Animalia,Aves,Shoebill,5984.0,35.7
Animalia,Aves,Australian pelican,5452.5,26.1
Animalia,Aves,Dalmatian pelican,9550.0,35.3
Animalia,Aves,American white pelican,6129.0,54.0
Animalia,Aves,Brown pelican,3115.8,43.0
Animalia,Aves,Great white pelican,9520.0,51.0
Animalia,Aves,Hadada ibis,1238.0,16.0
Animalia,Aves,White ibis,940.0,27.6
